nome,risco,texto_desc,texto_impacto,texto_reco,impacto,prob,cwe
IDOR Consulta de dados de todos os usuario da aplicação,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR Criação de conta em Parceiro Comercial GPAR externo,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR - Marketplace Integration,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR - Marketplace Leads,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR - Marketplace Billing,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR - Gerenciador Arquivos,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR arquivamento em massa de Proposta,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR deleção de chaves PIX - Pix Keys,Médio,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Médio,Médio,639
XSS Refletido permite roubo de sessão - OAuth2 SSO,Alto,É possível injetar código Javascript na aplicação.,"Uma vez que a aplicação seja comprometida pela vulnerabilidade de XSS, qualquer ataque voltado ao lado cliente pode ser executado, a citar: roubo de valores de cookies de sessão, redirecionamento do usuário para outras páginas de controle do agente malicioso, instalação de softwares maliciosos (malwares), etc.",Algumas das recomendações sugeridas são:Não permitir que códigos Javascript sejam enviados e executados pela aplicação.Sanatizar parâmetros Javascript e HTML enviados à aplicação.,Alto,Alto,79
Open Redirection - OAuth2 Security,Médio,"A aplicação redireciona o usuário para outros endereços, que não sejam o pretendido pela própria aplicação.","É possível sobrescrever valores prévios, redirecionando o usuário para outros endereços, normalmente maliciosos.",Algumas das recomendações sugeridas são:Limitar os dados que a aplicação recebe de usuários.Sanatizar as variáveis que a aplicação recebe dos usuários para que nenhum campo ou cabeçalho seja sobrescrito.Não permitir que a aplicação redirecione usuários para destinos arbitrários.,Médio,Médio,601
Referência Direta Insegura a Objetos (IDOR) - Vehicle Loans Person Data,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR  listagem de Documetos,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Dos Chat Bot - Rate Limit,Alto,Este tipo de vulnerabilidade é frequentemente encontrada em formulários que não utilizam mecanismos de defesa contra automação de requisições enviadas para o servidor,"Sistemas que utilizam serviços de envio de email, sms ou qualquer outra ferramenta que realize a cobrança por taxa de envio esse tipo de ataque pode resultar em perda financeira para empresa e também sobrecarga dos seus serviços causando retardamento e uma possível negação de serviço causando risco de negócios.",Implementar soluções de segurança contra ferramentas automatizadas como por exemplo códigos que limitam requisições continuas em um período de tempo curto ou uso de recaptchas onde o usuário passa por um processo onde tem que selecionar figuras ou responder algum tipo de pergunta para que a requisição seja validada e enviada para o servidor dessa forma realizando o controle de requisições realizadas por ferramentas automatizadas.,Alto,Alto,799
Flood Mensagens de erro - Rate Limit,Médio,Este tipo de vulnerabilidade é frequentemente encontrada em formulários que não utilizam mecanismos de defesa contra automação de requisições enviadas para o servidor,"Sistemas que utilizam serviços de envio de email, sms ou qualquer outra ferramenta que realize a cobrança por taxa de envio esse tipo de ataque pode resultar em perda financeira para empresa e também sobrecarga dos seus serviços causando retardamento e uma possível negação de serviço causando risco de negócios.",Implementar soluções de segurança contra ferramentas automatizadas como por exemplo códigos que limitam requisições continuas em um período de tempo curto ou uso de recaptchas onde o usuário passa por um processo onde tem que selecionar figuras ou responder algum tipo de pergunta para que a requisição seja validada e enviada para o servidor dessa forma realizando o controle de requisições realizadas por ferramentas automatizadas.,Médio,Médio,799
IDOR Consulta de todos os usuario na aplicação,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR Download Massivo de Contratos,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR  de Criação de QRCODE,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR Consulta de Todos os Contrato,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR Consulta de todos os detalhe de contratos,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Webflow Subdomain Takeover (Webflow),Médio,"O apontamento presente na URL, que direciona para um storage no bucket S3 da AWS, está inativo. Desta forma, é possível que um atacante cadastre este bucket com o mesmo nome, tomando para si um domínio válido da organização.",Um atacante pode utilizar este subdomínio para efetuar ataques de engenharia social dentro do ambiente da organização ou visando seus funcionários. Também é possível que páginas que possuam alguma dependência com o bucket S3 carregue funcionalidades maliciosas em uma página interna.,"O apontamento presente na URL, que direciona para um storage no bucket S3 da AWS, está inativo. Desta forma, é possível que um atacante cadastre este bucket com o mesmo nome, tomando para si um domínio válido da organização.",Médio,Médio,
WIx Subdomain Takeover (Wix),Médio,"O apontamento presente na URL, que direciona para um storage no bucket S3 da AWS, está inativo. Desta forma, é possível que um atacante cadastre este bucket com o mesmo nome, tomando para si um domínio válido da organização.",Um atacante pode utilizar este subdomínio para efetuar ataques de engenharia social dentro do ambiente da organização ou visando seus funcionários. Também é possível que páginas que possuam alguma dependência com o bucket S3 carregue funcionalidades maliciosas em uma página interna.,"O apontamento presente na URL, que direciona para um storage no bucket S3 da AWS, está inativo. Desta forma, é possível que um atacante cadastre este bucket com o mesmo nome, tomando para si um domínio válido da organização.",Médio,Médio,
IDOR Consulta de Todos os Contratos,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Endpoints Legados ativos ( Painel de login realizando interações com o servidor),Médio,"Foram encontrados diversos endpoints em produção com versões antigas ativas, essas versões ativas colocam em risco a aplicação visto que os endpoints estão desatualizados e sem os controles de segurança das versões novas.",Alguns impactos são:Enumeração de usuáriosExposição de informações de tipo de conta e serviços atrelados a mesma.,Algumas recomendações são:Desativar todas as versões de endpoints antigos que não estão sendo utilizados em produção,Médio,Médio,200
Extração de informações de usuários IDOR,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Extração de permissões de usuários IDOR,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
